0    [-64, -57, -63, 32, 63]
0    [-65, -57, -63, 32, 63]
1    [-65, -58, -63, 32, 63]
2    [-65, -57, -63, 32, 63]
3    [-66, -57, -63, 32, 63]
4    [-66, -58, -63, 32, 63]
5    [-66, -58, -63, 32, 63]
6    [-66, -57, -63, 32, 63]
7    [-66, -58, -63, 32, 63]
8    [-66, -58, -63, 32, 63]
8    [-66, -58, -63, 32, 63]
8    [-66, -57, -63, 32, 63]
8    [-64, -58, -63, 32, 63]
8    [-65, -57, -63, 32, 63]
8    [-64, -57, -63, 32, 63]
8    [-64, -58, -63, 32, 63]
8    [-64, -57, -63, 32, 63]
8    [-65, -58, -63, 32, 63]
8    [-66, -58, -63, 32, 63]
8    [-65, -57, -63, 32, 63]
8    [-66, -58, -63, 32, 63]
8    [-68, -55, -64, 32, 59]
8    [-68, -55, -64, 32, 59]
9    [-70, -55, -64, 32, 59]
10    [-72, -55, -64, 32, 59]
11    [-73, -55, -64, 32, 59]
12    [-72, -55, -64, 32, 59]
13    [-71, -55, -64, 32, 59]
14    [-69, -55, -64, 32, 59]
15    [-69, -55, -64, 32, 59]
16    [-67, -55, -64, 32, 59]
16    [-67, -55, -64, 32, 59]
16    [-67, -56, -63, 32, 59]
16    [-66, -57, -61, 32, 59]
16    [-66, -59, -61, 32, 59]
16    [-66, -62, -59, 32, 55]
16    [-66, -62, -57, 32, 55]
17    [-66, -62, -59, 32, 55]
18    [-66, -62, -58, 32, 55]
19    [-66, -62, -57, 32, 55]
20    [-66, -62, -58, 32, 55]
21    [-66, -62, -58, 32, 55]
22    [-66, -61, -59, 32, 55]
23    [-66, -62, -57, 32, 55]
24    [-66, -61, -58, 32, 55]
24    [-66, -61, -59, 32, 55]
24    [-66, -59, -59, 32, 55]
24    [-68, -59, -57, 32, 55]
24    [-69, -59, -57, 32, 55]
24    [-69, -59, -57, 32, 55]
24    [-69, -58, -56, 32, 51]
24    [-68, -58, -56, 32, 51]
25    [-68, -58, -56, 32, 51]
26    [-67, -58, -56, 32, 51]
27    [-67, -58, -56, 32, 51]
28    [-67, -58, -56, 32, 51]
29    [-67, -58, -56, 32, 51]
30    [-67, -58, -56, 32, 51]
31    [-67, -58, -57, 32, 51]
32    [-67, -58, -57, 32, 51]
32    [-67, -58, -57, 32, 51]
32    [-67, -58, -57, 32, 51]
32    [-67, -58, -57, 32, 51]
32    [-67, -58, -59, 32, 51]
32    [-67, -56, -60, 32, 51]
32    [-67, -55, -60, 32, 47]
32    [-67, -55, -60, 32, 47]
33    [-65, -55, -60, 32, 47]
34    [-65, -55, -59, 32, 47]
35    [-64, -55, -59, 32, 47]
36    [-64, -55, -58, 32, 47]
37    [-63, -55, -57, 32, 47]
38    [-64, -55, -58, 32, 47]
39    [-63, -55, -58, 32, 47]
40    [-65, -55, -58, 32, 47]
40    [-66, -55, -60, 32, 47]
40    [-69, -55, -61, 32, 47]
40    [-69, -55, -62, 32, 47]
40    [-69, -55, -62, 32, 47]
40    [-70, -57, -64, 32, 47]
40    [-69, -57, -63, 32, 43]
40    [-68, -57, -63, 32, 43]
41    [-69, -57, -64, 32, 43]
42    [-69, -57, -64, 32, 43]
43    [-69, -58, -62, 32, 43]
44    [-68, -58, -63, 32, 43]
45    [-68, -58, -62, 32, 43]
46    [-69, -58, -63, 32, 43]
47    [-68, -58, -62, 32, 43]
48    [-67, -58, -62, 32, 43]
48    [-67, -58, -62, 32, 43]
48    [-67, -58, -63, 32, 43]
48    [-67, -58, -65, 32, 43]
48    [-68, -58, -65, 32, 43]
48    [-68, -59, -64, 32, 43]
48    [-66, -61, -63, 32, 39]
48    [-66, -61, -63, 32, 39]
49    [-66, -61, -63, 32, 39]
50    [-66, -61, -63, 32, 39]
51    [-66, -61, -63, 32, 39]
52    [-64, -61, -63, 32, 39]
53    [-63, -61, -63, 32, 39]
54    [-62, -61, -63, 32, 39]
55    [-61, -61, -63, 32, 39]
56    [-61, -61, -63, 32, 39]
56    [-61, -61, -63, 32, 39]
56    [-61, -60, -63, 32, 39]
56    [-61, -58, -62, 32, 39]
56    [-59, -56, -60, 32, 39]
56    [-58, -54, -59, 32, 39]
56    [-56, -51, -57, 32, 35]
56    [-55, -51, -57, 32, 35]
57    [-55, -51, -57, 32, 35]
58    [-55, -51, -57, 32, 35]
59    [-55, -51, -57, 32, 35]
60    [-55, -51, -57, 32, 35]
61    [-55, -51, -57, 32, 35]
62    [-55, -51, -57, 32, 35]
63    [-55, -51, -57, 32, 35]
64    [-55, -51, -57, 32, 35]
64    [-56, -51, -57, 32, 35]
64    [-56, -51, -57, 32, 35]
64    [-55, -52, -57, 32, 35]
64    [-55, -53, -58, 32, 35]
64    [-57, -54, -58, 32, 35]
64    [-58, -53, -59, 29, 31]
64    [-57, -53, -57, 29, 31]
65    [-57, -53, -58, 29, 31]
66    [-57, -53, -58, 29, 31]
67    [-57, -53, -58, 29, 31]
68    [-57, -54, -58, 29, 31]
69    [-58, -54, -56, 29, 31]
70    [-59, -54, -59, 29, 31]
71    [-59, -54, -60, 29, 31]
72    [-59, -54, -58, 29, 31]
72    [-59, -54, -56, 29, 31]
72    [-60, -54, -57, 29, 31]
72    [-61, -55, -56, 29, 31]
72    [-62, -57, -56, 29, 31]
72    [-62, -56, -58, 29, 31]
72    [-58, -57, -56, 29, 27]
72    [-58, -57, -56, 29, 27]
73    [-58, -57, -57, 29, 27]
74    [-58, -58, -58, 29, 27]
75    [-58, -58, -57, 29, 27]
76    [-58, -58, -57, 29, 27]
77    [-58, -59, -58, 29, 27]
78    [-58, -58, -58, 29, 27]
79    [-59, -58, -58, 29, 27]
80    [-59, -58, -58, 29, 27]
80    [-59, -55, -58, 29, 27]
80    [-59, -55, -58, 29, 27]
80    [-59, -58, -60, 29, 27]
80    [-60, -59, -61, 29, 27]
80    [-62, -57, -62, 33, 23]
80    [-62, -58, -64, 33, 23]
81    [-61, -58, -63, 33, 23]
82    [-62, -58, -63, 33, 23]
83    [-62, -58, -64, 33, 23]
84    [-61, -58, -64, 33, 23]
85    [-61, -58, -64, 33, 23]
86    [-61, -58, -64, 33, 23]
87    [-62, -58, -64, 33, 23]
88    [-62, -58, -64, 33, 23]
88    [-62, -58, -64, 33, 23]
88    [-63, -58, -64, 33, 23]
88    [-61, -58, -64, 33, 23]
88    [-60, -58, -64, 33, 23]
88    [-59, -58, -64, 33, 23]
88    [-58, -57, -65, 33, 19]
88    [-58, -57, -64, 33, 19]
89    [-58, -57, -64, 33, 19]
90    [-58, -57, -64, 33, 19]
91    [-58, -57, -64, 33, 19]
92    [-58, -57, -64, 33, 19]
93    [-58, -57, -64, 33, 19]
94    [-58, -57, -65, 33, 19]
95    [-58, -57, -65, 33, 19]
96    [-58, -57, -65, 33, 19]
96    [-58, -57, -66, 33, 19]
96    [-59, -57, -66, 33, 19]
96    [-60, -57, -68, 33, 19]
96    [-63, -57, -69, 33, 19]
96    [-65, -57, -71, 33, 19]
96    [-67, -57, -73, 33, 15]
96    [-68, -57, -73, 33, 15]
97    [-70, -57, -73, 33, 15]
98    [-70, -57, -73, 33, 15]
99    [-71, -57, -72, 33, 15]
100    [-70, -57, -72, 33, 15]
101    [-69, -57, -73, 33, 15]
102    [-66, -57, -73, 33, 15]
103    [-65, -57, -72, 33, 15]
104    [-65, -57, -71, 33, 15]
104    [-65, -57, -70, 33, 15]
104    [-64, -59, -69, 33, 15]
104    [-64, -59, -68, 33, 15]
104    [-62, -62, -66, 33, 15]
104    [-61, -64, -65, 33, 11]
104    [-61, -65, -65, 33, 11]
105    [-61, -66, -65, 33, 11]
106    [-61, -67, -65, 33, 11]
107    [-61, -66, -65, 33, 11]
108    [-61, -66, -65, 33, 11]
109    [-61, -66, -65, 33, 11]
110    [-61, -64, -66, 33, 11]
111    [-61, -64, -68, 33, 11]
112    [-60, -64, -68, 33, 11]
112    [-60, -64, -69, 33, 11]
112    [-60, -64, -69, 33, 11]
112    [-59, -64, -70, 33, 11]
112    [-59, -63, -72, 33, 11]
112    [-60, -60, -75, 33, 7]
112    [-61, -60, -75, 33, 7]
113    [-61, -60, -75, 33, 7]
114    [-61, -62, -75, 33, 7]
115    [-60, -62, -75, 33, 7]
116    [-60, -62, -75, 33, 7]
117    [-60, -62, -75, 33, 7]
118    [-60, -61, -75, 33, 7]
119    [-60, -62, -75, 33, 7]
120    [-60, -61, -74, 33, 7]
120    [-60, -62, -73, 33, 7]
120    [-60, -60, -73, 33, 7]
120    [-59, -58, -73, 33, 7]
120    [-59, -57, -71, 33, 7]
120    [-61, -58, -66, 30, 3]
120    [-61, -58, -66, 30, 3]
121    [-61, -58, -66, 30, 3]
122    [-60, -58, -66, 30, 3]
123    [-60, -58, -66, 30, 3]
124    [-60, -58, -66, 30, 3]
125    [-57, -58, -66, 30, 3]
126    [-57, -58, -66, 30, 3]
127    [-59, -58, -66, 30, 3]
128    [-60, -58, -66, 30, 3]
128    [-60, -58, -66, 30, 3]
128    [-58, -58, -66, 30, 3]
128    [-58, -58, -66, 30, 3]
128    [-60, -58, -66, 30, 3]
128    [-61, -58, -66, 30, 3]
128    [-61, -58, -66, 30, 3]
128    [-80, -67, -65, 2, 63]
128    [-79, -67, -65, 2, 63]
129    [-79, -67, -66, 2, 63]
130    [-80, -67, -66, 2, 63]
131    [-79, -67, -65, 2, 63]
132    [-78, -67, -65, 2, 63]
133    [-78, -67, -64, 2, 63]
134    [-78, -67, -64, 2, 63]
135    [-78, -67, -66, 2, 63]
136    [-78, -67, -65, 2, 63]
136    [-77, -67, -64, 2, 63]
136    [-77, -67, -65, 2, 63]
136    [-76, -67, -65, 2, 63]
136    [-75, -67, -64, 2, 63]
136    [-73, -66, -63, 2, 63]
136    [-73, -66, -62, 2, 63]
136    [-72, -66, -61, 2, 63]
136    [-70, -63, -60, 2, 59]
136    [-71, -63, -60, 2, 59]
137    [-69, -63, -61, 2, 59]
138    [-68, -63, -61, 2, 59]
139    [-69, -63, -60, 2, 59]
140    [-69, -63, -59, 2, 59]
141    [-69, -63, -59, 2, 59]
142    [-68, -63, -59, 2, 59]
143    [-68, -63, -59, 2, 59]
144    [-67, -63, -58, 2, 59]
144    [-66, -63, -58, 2, 59]
144    [-65, -63, -56, 2, 59]
144    [-65, -62, -56, 2, 59]
144    [-64, -62, -55, 2, 59]
144    [-62, -61, -53, 2, 55]
144    [-62, -61, -53, 2, 55]
145    [-63, -61, -53, 2, 55]
146    [-63, -61, -54, 2, 55]
147    [-62, -61, -54, 2, 55]
148    [-62, -61, -54, 2, 55]
149    [-63, -61, -55, 2, 55]
150    [-62, -62, -55, 2, 55]
151    [-62, -62, -55, 2, 55]
152    [-62, -62, -55, 2, 55]
152    [-62, -62, -55, 2, 55]
152    [-63, -63, -55, 2, 55]
152    [-61, -64, -55, 2, 55]
152    [-61, -65, -55, 2, 55]
152    [-59, -66, -56, 2, 51]
152    [-59, -67, -56, 2, 51]
153    [-59, -66, -56, 2, 51]
154    [-59, -66, -56, 2, 51]
155    [-59, -66, -56, 2, 51]
156    [-60, -67, -56, 2, 51]
157    [-60, -66, -56, 2, 51]
158    [-61, -68, -56, 2, 51]
159    [-62, -68, -56, 2, 51]
160    [-63, -69, -56, 2, 51]
160    [-63, -69, -56, 2, 51]
160    [-64, -70, -56, 2, 51]
160    [-64, -71, -56, 2, 51]
160    [-66, -72, -57, 2, 51]
160    [-72, -72, -60, 2, 47]
160    [-72, -72, -60, 2, 47]
161    [-71, -72, -60, 2, 47]
162    [-70, -72, -60, 2, 47]
163    [-70, -73, -60, 2, 47]
164    [-70, -73, -60, 2, 47]
165    [-70, -74, -60, 2, 47]
166    [-70, -74, -60, 2, 47]
167    [-70, -73, -60, 2, 47]
168    [-70, -72, -60, 2, 47]
168    [-70, -72, -60, 2, 47]
168    [-70, -73, -60, 2, 47]
168    [-70, -71, -60, 2, 47]
168    [-68, -70, -60, 2, 47]
168    [-68, -68, -62, 2, 47]
168    [-63, -66, -62, 2, 43]
168    [-62, -67, -61, 2, 43]
169    [-62, -67, -62, 2, 43]
170    [-62, -67, -62, 2, 43]
171    [-61, -65, -62, 2, 43]
172    [-62, -66, -62, 2, 43]
173    [-62, -66, -61, 2, 43]
174    [-62, -66, -61, 2, 43]
175    [-62, -66, -62, 2, 43]
176    [-62, -66, -61, 2, 43]
176    [-61, -67, -60, 2, 43]
176    [-60, -69, -60, 2, 43]
176    [-59, -69, -59, 2, 43]
176    [-59, -70, -58, 2, 43]
176    [-58, -70, -54, 2, 39]
176    [-58, -68, -54, 2, 39]
177    [-58, -70, -54, 2, 39]
178    [-58, -68, -54, 2, 39]
179    [-58, -69, -54, 2, 39]
180    [-58, -69, -55, 2, 39]
181    [-58, -71, -55, 2, 39]
182    [-58, -70, -55, 2, 39]
183    [-58, -69, -55, 2, 39]
184    [-58, -71, -55, 2, 39]
184    [-58, -72, -55, 2, 39]
184    [-58, -75, -55, 2, 39]
184    [-58, -69, -55, 2, 39]
184    [-57, -71, -55, 2, 39]
184    [-54, -68, -55, 2, 39]
184    [-54, -69, -56, 2, 35]
184    [-54, -73, -56, 2, 35]
185    [-54, -74, -56, 2, 35]
186    [-54, -76, -56, 2, 35]
187    [-54, -75, -56, 2, 35]
188    [-54, -74, -56, 2, 35]
189    [-54, -75, -56, 2, 35]
190    [-55, -76, -56, 2, 35]
191    [-55, -75, -56, 2, 35]
192    [-56, -74, -56, 2, 35]
192    [-56, -74, -56, 2, 35]
192    [-57, -73, -56, 2, 35]
192    [-57, -72, -56, 2, 35]
192    [-58, -70, -56, 2, 35]
192    [-61, -72, -56, 2, 35]
192    [-65, -72, -56, 2, 31]
192    [-64, -72, -56, 2, 31]
193    [-64, -72, -56, 2, 31]
194    [-64, -72, -56, 2, 31]
195    [-64, -71, -56, 2, 31]
196    [-64, -71, -56, 2, 31]
197    [-64, -72, -56, 2, 31]
198    [-64, -73, -56, 2, 31]
199    [-64, -73, -56, 2, 31]
200    [-64, -72, -56, 2, 31]
200    [-64, -72, -56, 2, 31]
200    [-64, -71, -56, 2, 31]
200    [-63, -71, -56, 2, 31]
200    [-62, -70, -56, 2, 31]
200    [-61, -69, -57, 2, 31]
200    [-60, -69, -57, 2, 27]
200    [-59, -68, -57, 2, 27]
201    [-59, -68, -57, 2, 27]
202    [-59, -68, -57, 2, 27]
203    [-59, -68, -58, 2, 27]
204    [-59, -68, -57, 2, 27]
205    [-59, -68, -57, 2, 27]
206    [-59, -68, -58, 2, 27]
207    [-59, -69, -57, 2, 27]
208    [-59, -69, -57, 2, 27]
208    [-59, -69, -58, 2, 27]
208    [-58, -69, -58, 2, 27]
208    [-58, -69, -60, 2, 27]
208    [-57, -69, -61, 2, 27]
208    [-56, -69, -61, 2, 27]
208    [-54, -69, -64, 2, 23]
208    [-54, -69, -65, 2, 23]
209    [-54, -68, -67, 2, 23]
210    [-54, -68, -67, 2, 23]
211    [-54, -68, -67, 2, 23]
212    [-54, -69, -67, 2, 23]
213    [-54, -69, -67, 2, 23]
214    [-54, -69, -67, 2, 23]
215    [-54, -69, -67, 2, 23]
216    [-54, -68, -67, 2, 23]
216    [-54, -66, -67, 2, 23]
216    [-54, -67, -67, 2, 23]
216    [-54, -68, -67, 2, 23]
216    [-55, -69, -67, 2, 23]
216    [-57, -71, -67, 2, 23]
216    [-59, -73, -67, 2, 19]
216    [-60, -76, -69, 2, 19]
217    [-61, -77, -70, 2, 19]
218    [-62, -77, -70, 2, 19]
219    [-61, -76, -69, 2, 19]
220    [-59, -74, -70, 2, 19]
221    [-60, -75, -70, 2, 19]
222    [-59, -74, -70, 2, 19]
223    [-57, -71, -72, 2, 19]
224    [-57, -71, -73, 2, 19]
224    [-57, -69, -73, 2, 19]
224    [-57, -69, -72, 2, 19]
224    [-57, -69, -70, 2, 19]
224    [-57, -70, -69, 2, 19]
224    [-57, -70, -67, 2, 19]
224    [-54, -66, -67, 2, 15]
224    [-52, -65, -68, 2, 15]
225    [-53, -65, -68, 2, 15]
226    [-53, -64, -68, 2, 15]
227    [-53, -64, -68, 2, 15]
228    [-54, -64, -68, 2, 15]
229    [-53, -64, -68, 2, 15]
230    [-53, -65, -68, 2, 15]
231    [-53, -64, -68, 2, 15]
232    [-55, -64, -68, 2, 15]
232    [-56, -64, -68, 2, 15]
232    [-58, -65, -68, 2, 15]
232    [-57, -66, -68, 2, 15]
232    [-59, -67, -70, 2, 15]
232    [-61, -67, -71, 2, 15]
232    [-61, -67, -71, 2, 11]
232    [-61, -66, -71, 2, 11]
233    [-61, -67, -70, 2, 11]
234    [-61, -66, -72, 2, 11]
235    [-61, -67, -71, 2, 11]
236    [-61, -67, -72, 2, 11]
237    [-62, -65, -71, 2, 11]
238    [-62, -66, -72, 2, 11]
239    [-62, -65, -71, 2, 11]
240    [-62, -65, -71, 2, 11]
240    [-62, -64, -72, 2, 11]
240    [-61, -62, -71, 2, 11]
240    [-60, -62, -71, 2, 11]
240    [-58, -60, -72, 2, 11]
