0.57,0.63,0.65,32,63
0.58,0.63,0.65,32,63
0.57,0.63,0.65,32,63
0.57,0.63,0.66,32,63
0.58,0.63,0.66,32,63
0.58,0.63,0.66,32,63
0.57,0.63,0.66,32,63
0.58,0.63,0.66,32,63
0.62,0.57,0.66,32,55
0.62,0.59,0.66,32,55
0.62,0.58,0.66,32,55
0.62,0.57,0.66,32,55
0.62,0.58,0.66,32,55
0.62,0.58,0.66,32,55
0.61,0.59,0.66,32,55
0.62,0.57,0.66,32,55
0.55,0.6,0.67,32,47
0.55,0.6,0.65,32,47
0.55,0.59,0.65,32,47
0.55,0.59,0.64,32,47
0.55,0.58,0.64,32,47
0.55,0.57,0.63,32,47
0.55,0.58,0.64,32,47
0.55,0.58,0.63,32,47
0.61,0.63,0.66,32,39
0.61,0.63,0.66,32,39
0.61,0.63,0.66,32,39
0.61,0.63,0.66,32,39
0.61,0.63,0.64,32,39
0.61,0.63,0.63,32,39
0.61,0.63,0.62,32,39
0.61,0.63,0.61,32,39
0.53,0.57,0.57,29,31
0.53,0.58,0.57,29,31
0.53,0.58,0.57,29,31
0.53,0.58,0.57,29,31
0.54,0.58,0.57,29,31
0.54,0.56,0.58,29,31
0.54,0.59,0.59,29,31
0.54,0.6,0.59,29,31
0.58,0.64,0.62,33,23
0.58,0.63,0.61,33,23
0.58,0.63,0.62,33,23
0.58,0.64,0.62,33,23
0.58,0.64,0.61,33,23
0.58,0.64,0.61,33,23
0.58,0.64,0.61,33,23
0.58,0.64,0.62,33,23
0.57,0.73,0.68,33,15
0.57,0.73,0.7,33,15
0.57,0.73,0.7,33,15
0.57,0.72,0.71,33,15
0.57,0.72,0.7,33,15
0.57,0.73,0.69,33,15
0.57,0.73,0.66,33,15
0.57,0.72,0.65,33,15
0.6,0.75,0.61,33,7
0.6,0.75,0.61,33,7
0.62,0.75,0.61,33,7
0.62,0.75,0.6,33,7
0.62,0.75,0.6,33,7
0.62,0.75,0.6,33,7
0.61,0.75,0.6,33,7
0.62,0.75,0.6,33,7
0.58,0.66,0.61,30,3
0.58,0.66,0.61,30,3
0.58,0.66,0.6,30,3
0.58,0.66,0.6,30,3
0.58,0.66,0.6,30,3
0.58,0.66,0.57,30,3
0.58,0.66,0.57,30,3
0.58,0.66,0.59,30,3
0.67,0.65,0.79,2,63
0.67,0.66,0.79,2,63
0.67,0.66,0.8,2,63
0.67,0.65,0.79,2,63
0.67,0.65,0.78,2,63
0.67,0.64,0.78,2,63
0.67,0.64,0.78,2,63
0.67,0.66,0.78,2,63
0.61,0.53,0.62,2,55
0.61,0.53,0.63,2,55
0.61,0.54,0.63,2,55
0.61,0.54,0.62,2,55
0.61,0.54,0.62,2,55
0.61,0.55,0.63,2,55
0.62,0.55,0.62,2,55
0.62,0.55,0.62,2,55
