0.64,0.63,0.88,82.0
0.62,0.63,0.88,82.0
0.62,0.63,0.89,82.0
0.6,0.63,0.89,82.0
0.6,0.62,0.89,82.0
0.59,0.62,0.89,82.0
0.59,0.62,0.89,82.0
0.6,0.62,0.89,82.0
0.49,0.56,0.93,81.0
0.49,0.56,0.93,81.0
0.49,0.56,0.93,81.0
0.49,0.56,0.93,81.0
0.49,0.56,0.92,81.0
0.49,0.56,0.91,81.0
0.49,0.56,0.91,81.0
0.49,0.56,0.9,81.0
0.51,0.59,0.84,80.0
0.51,0.57,0.84,80.0
0.51,0.58,0.85,80.0
0.51,0.57,0.85,80.0
0.51,0.58,0.84,80.0
0.51,0.58,0.84,80.0
0.51,0.6,0.85,80.0
0.5,0.6,0.85,80.0
0.45,0.57,0.89,79.0
0.45,0.58,0.89,79.0
0.45,0.58,0.89,79.0
0.45,0.58,0.89,79.0
0.45,0.57,0.89,79.0
0.45,0.57,0.89,79.0
0.45,0.57,0.89,79.0
0.45,0.57,0.89,79.0
0.5,0.64,0.91,78.0
0.5,0.64,0.91,78.0
0.5,0.64,0.91,78.0
0.5,0.64,0.9,78.0
0.5,0.64,0.9,78.0
0.5,0.64,0.9,78.0
0.5,0.64,0.9,78.0
0.5,0.64,0.9,78.0
0.5,0.62,0.88,77.0
0.5,0.62,0.88,77.0
0.5,0.62,0.88,77.0
0.5,0.62,0.88,77.0
0.5,0.62,0.88,77.0
0.5,0.62,0.88,77.0
0.5,0.62,0.88,77.0
0.5,0.62,0.88,77.0
0.54,0.66,0.87,76.0
0.54,0.66,0.87,76.0
0.54,0.67,0.87,76.0
0.54,0.67,0.87,76.0
0.54,0.68,0.87,76.0
0.54,0.69,0.87,76.0
0.54,0.71,0.87,76.0
0.54,0.7,0.87,76.0
0.57,0.7,0.88,75.0
0.58,0.7,0.88,75.0
0.56,0.68,0.88,75.0
0.56,0.67,0.88,75.0
0.53,0.63,0.88,75.0
0.52,0.64,0.88,75.0
0.52,0.66,0.88,75.0
0.52,0.64,0.88,75.0
0.53,0.68,0.86,74.0
0.53,0.67,0.85,74.0
0.53,0.66,0.85,74.0
0.53,0.67,0.85,74.0
0.53,0.66,0.85,74.0
0.53,0.66,0.86,74.0
0.53,0.66,0.87,74.0
0.53,0.66,0.87,74.0
0.59,0.67,0.89,73.0
0.59,0.67,0.89,73.0
0.59,0.67,0.89,73.0
0.59,0.67,0.89,73.0
0.59,0.67,0.89,73.0
0.59,0.67,0.89,73.0
0.59,0.67,0.89,73.0
0.59,0.67,0.88,73.0
0.59,0.66,0.82,72.0
0.59,0.66,0.81,72.0
0.59,0.64,0.8,72.0
0.59,0.64,0.8,72.0
0.59,0.65,0.81,72.0
0.59,0.65,0.81,72.0
0.59,0.64,0.8,72.0
0.59,0.64,0.8,72.0
0.58,0.67,0.82,71.0
0.58,0.66,0.82,71.0
0.58,0.65,0.82,71.0
0.58,0.67,0.82,71.0
0.59,0.69,0.82,71.0
0.59,0.69,0.82,71.0
0.59,0.67,0.82,71.0
0.59,0.68,0.82,71.0
0.64,0.62,0.82,70.0
0.64,0.62,0.82,70.0
0.64,0.62,0.82,70.0
0.64,0.62,0.82,70.0
0.65,0.62,0.82,70.0
0.66,0.62,0.82,70.0
0.65,0.61,0.82,70.0
0.65,0.61,0.81,70.0
0.65,0.6,0.77,69.0
0.65,0.58,0.77,69.0
0.65,0.57,0.77,69.0
0.66,0.6,0.77,69.0
0.65,0.58,0.77,69.0
0.66,0.58,0.77,69.0
0.65,0.56,0.77,69.0
0.66,0.56,0.77,69.0
0.63,0.59,0.78,68.0
0.63,0.59,0.78,68.0
0.63,0.59,0.78,68.0
0.63,0.59,0.79,68.0
0.63,0.59,0.79,68.0
0.63,0.59,0.79,68.0
0.63,0.59,0.79,68.0
0.64,0.59,0.79,68.0
0.68,0.63,0.83,67.0
0.68,0.63,0.82,67.0
0.68,0.62,0.82,67.0
0.68,0.62,0.83,67.0
0.68,0.62,0.82,67.0
0.68,0.62,0.83,67.0
0.68,0.61,0.84,67.0
0.68,0.61,0.83,67.0
0.67,0.55,0.79,66.0
0.68,0.55,0.79,66.0
0.67,0.54,0.79,66.0
0.68,0.54,0.79,66.0
0.68,0.54,0.79,66.0
0.67,0.54,0.79,66.0
0.67,0.53,0.79,66.0
0.67,0.54,0.79,66.0
0.66,0.56,0.78,65.0
0.66,0.56,0.78,65.0
0.66,0.57,0.77,65.0
0.66,0.57,0.78,65.0
0.66,0.55,0.77,65.0
0.66,0.55,0.78,65.0
0.66,0.56,0.78,65.0
0.66,0.57,0.78,65.0
0.65,0.58,0.82,64.0
0.65,0.58,0.82,64.0
0.65,0.58,0.82,64.0
0.65,0.58,0.82,64.0
0.65,0.58,0.82,64.0
0.66,0.58,0.82,64.0
0.66,0.58,0.82,64.0
0.66,0.58,0.82,64.0
0.69,0.54,0.81,63.0
0.69,0.54,0.8,63.0
0.69,0.54,0.81,63.0
0.68,0.54,0.8,63.0
0.68,0.54,0.81,63.0
0.68,0.54,0.82,63.0
0.68,0.54,0.81,63.0
0.68,0.54,0.81,63.0
0.66,0.56,0.85,62.0
0.66,0.56,0.87,62.0
0.66,0.56,0.87,62.0
0.66,0.56,0.86,62.0
0.66,0.56,0.87,62.0
0.66,0.56,0.86,62.0
0.66,0.56,0.85,62.0
0.66,0.56,0.84,62.0
0.63,0.56,0.86,61.0
0.63,0.56,0.88,61.0
0.63,0.56,0.87,61.0
0.63,0.56,0.88,61.0
0.63,0.56,0.88,61.0
0.63,0.56,0.87,61.0
0.63,0.56,0.88,61.0
0.63,0.56,0.87,61.0
0.68,0.57,0.77,60.0
0.67,0.57,0.77,60.0
0.67,0.57,0.77,60.0
0.69,0.57,0.77,60.0
0.67,0.57,0.77,60.0
0.69,0.57,0.77,60.0
0.7,0.57,0.77,60.0
0.7,0.57,0.77,60.0
0.78,0.56,0.78,59.0
0.74,0.56,0.8,59.0
0.66,0.56,0.8,59.0
0.67,0.56,0.76,59.0
0.68,0.56,0.76,59.0
0.7,0.56,0.76,59.0
0.72,0.56,0.76,59.0
0.76,0.56,0.79,59.0
0.64,0.45,0.88,58.0
0.63,0.45,0.88,58.0
0.64,0.45,0.88,58.0
0.64,0.45,0.88,58.0
0.64,0.45,0.88,58.0
0.64,0.45,0.88,58.0
0.65,0.45,0.88,58.0
0.66,0.45,0.88,58.0
0.57,0.48,0.88,57.0
0.57,0.48,0.88,57.0
0.57,0.48,0.88,57.0
0.57,0.48,0.88,57.0
0.57,0.48,0.89,57.0
0.57,0.48,0.9,57.0
0.57,0.48,0.88,57.0
0.57,0.48,0.88,57.0
0.64,0.48,0.85,56.0
0.64,0.48,0.85,56.0
0.64,0.48,0.85,56.0
0.64,0.48,0.85,56.0
0.64,0.48,0.85,56.0
0.64,0.48,0.85,56.0
0.64,0.48,0.85,56.0
0.64,0.48,0.85,56.0
0.61,0.48,0.84,55.0
0.61,0.48,0.84,55.0
0.61,0.48,0.84,55.0
0.61,0.48,0.84,55.0
0.61,0.48,0.84,55.0
0.61,0.48,0.84,55.0
0.61,0.48,0.84,55.0
0.61,0.48,0.84,55.0
0.61,0.48,0.84,54.0
0.61,0.48,0.85,54.0
0.61,0.48,0.85,54.0
0.61,0.48,0.85,54.0
0.61,0.48,0.84,54.0
0.61,0.48,0.86,54.0
0.61,0.48,0.86,54.0
0.61,0.48,0.86,54.0
0.66,0.55,0.89,53.0
0.66,0.55,0.89,53.0
0.67,0.55,0.89,53.0
0.67,0.56,0.89,53.0
0.67,0.55,0.89,53.0
0.67,0.56,0.89,53.0
0.67,0.55,0.89,53.0
0.67,0.56,0.89,53.0
0.7,0.62,0.84,52.0
0.71,0.62,0.84,52.0
0.71,0.62,0.84,52.0
0.69,0.62,0.84,52.0
0.68,0.61,0.84,52.0
0.69,0.61,0.84,52.0
0.68,0.61,0.84,52.0
0.68,0.59,0.84,52.0
0.65,0.58,0.8,51.0
0.65,0.58,0.8,51.0
0.65,0.58,0.8,51.0
0.65,0.58,0.8,51.0
0.65,0.58,0.8,51.0
0.65,0.58,0.8,51.0
0.65,0.58,0.8,51.0
0.65,0.58,0.8,51.0
0.69,0.58,0.79,50.0
0.69,0.58,0.79,50.0
0.69,0.58,0.79,50.0
0.69,0.58,0.79,50.0
0.69,0.58,0.79,50.0
0.69,0.58,0.79,50.0
0.69,0.58,0.79,50.0
0.69,0.58,0.8,50.0
0.81,0.54,0.88,49.0
0.78,0.54,0.88,49.0
0.79,0.54,0.88,49.0
0.81,0.54,0.88,49.0
0.81,0.54,0.88,49.0
0.79,0.54,0.88,49.0
0.8,0.54,0.88,49.0
0.81,0.54,0.88,49.0
0.69,0.67,0.85,48.0
0.69,0.67,0.85,48.0
0.69,0.67,0.84,48.0
0.69,0.67,0.85,48.0
0.69,0.67,0.85,48.0
0.69,0.67,0.85,48.0
0.69,0.66,0.86,48.0
0.69,0.66,0.84,48.0
0.69,0.64,0.86,47.0
0.67,0.64,0.85,47.0
0.66,0.64,0.85,47.0
0.66,0.64,0.85,47.0
0.68,0.64,0.86,47.0
0.68,0.64,0.86,47.0
0.68,0.64,0.85,47.0
0.69,0.64,0.86,47.0
0.61,0.61,0.81,46.0
0.61,0.61,0.81,46.0
0.61,0.61,0.81,46.0
0.61,0.61,0.81,46.0
0.61,0.62,0.81,46.0
0.61,0.62,0.81,46.0
0.61,0.62,0.81,46.0
0.61,0.62,0.81,46.0
0.66,0.61,0.78,45.0
0.66,0.61,0.78,45.0
0.66,0.61,0.78,45.0
0.66,0.61,0.78,45.0
0.66,0.61,0.78,45.0
0.65,0.61,0.78,45.0
0.65,0.61,0.78,45.0
0.65,0.61,0.78,45.0
0.61,0.62,0.78,44.0
0.61,0.63,0.78,44.0
0.61,0.62,0.78,44.0
0.61,0.63,0.78,44.0
0.61,0.62,0.78,44.0
0.61,0.62,0.78,44.0
0.61,0.63,0.78,44.0
0.61,0.62,0.78,44.0
0.65,0.66,0.8,43.0
0.65,0.66,0.78,43.0
0.65,0.66,0.77,43.0
0.65,0.66,0.77,43.0
0.65,0.66,0.77,43.0
0.65,0.66,0.77,43.0
0.65,0.66,0.76,43.0
0.65,0.66,0.76,43.0
0.65,0.75,0.78,42.0
0.64,0.73,0.78,42.0
0.64,0.74,0.78,42.0
0.64,0.71,0.79,42.0
0.66,0.72,0.79,42.0
0.66,0.74,0.79,42.0
0.65,0.75,0.78,42.0
0.64,0.73,0.77,42.0
0.75,0.66,0.8,41.0
0.75,0.66,0.81,41.0
0.74,0.66,0.82,41.0
0.74,0.66,0.83,41.0
0.75,0.66,0.79,41.0
0.75,0.66,0.76,41.0
0.76,0.65,0.76,41.0
0.75,0.65,0.79,41.0
0.67,0.65,0.78,40.0
0.65,0.65,0.76,40.0
0.65,0.65,0.76,40.0
0.67,0.65,0.77,40.0
0.67,0.65,0.77,40.0
0.69,0.65,0.79,40.0
0.67,0.65,0.77,40.0
0.7,0.65,0.79,40.0
0.7,0.63,0.77,39.0
0.7,0.63,0.77,39.0
0.7,0.63,0.77,39.0
0.7,0.63,0.77,39.0
0.7,0.63,0.77,39.0
